x,y,v,p
159,89,1,star.png
159,90,1,star.png
159,171,1,star.png
159,172,1,star.png
159,173,1,star.png
159,174,1,star.png
160,71,1,star.png
160,72,1,star.png
160,87,1,star.png
160,88,1,star.png
160,89,1,star.png
161,69,1,star.png
161,70,1,star.png
161,71,1,star.png
161,72,1,star.png
161,87,1,star.png
161,88,1,star.png
162,69,1,star.png
162,70,1,star.png
162,71,1,star.png
162,72,1,star.png
162,87,1,star.png
162,88,1,star.png
162,89,1,star.png
163,69,1,star.png
163,88,1,star.png
163,89,1,star.png
164,68,1,star.png
164,69,1,star.png
164,87,1,star.png
164,88,1,star.png
164,89,1,star.png
165,68,1,star.png
165,69,1,star.png
165,86,1,star.png
165,87,1,star.png
165,88,1,star.png
166,68,1,star.png
166,69,1,star.png
166,82,1,star.png
166,83,1,star.png
166,84,1,star.png
166,85,1,star.png
166,86,1,star.png
166,87,1,star.png
167,68,1,star.png
167,69,1,star.png
167,70,1,star.png
167,71,1,star.png
167,81,1,star.png
167,82,1,star.png
167,83,1,star.png
167,84,1,star.png
167,85,1,star.png
167,86,1,star.png
168,68,1,star.png
168,69,1,star.png
168,70,1,star.png
168,71,1,star.png
168,72,1,star.png
168,80,1,star.png
168,81,1,star.png
168,82,1,star.png
168,84,1,star.png
168,85,1,star.png
169,71,1,star.png
169,72,1,star.png
169,79,1,star.png
169,80,1,star.png
169,81,1,star.png
170,71,1,star.png
170,78,1,star.png
170,79,1,star.png
170,80,1,star.png
171,70,1,star.png
171,71,1,star.png
171,78,1,star.png
171,79,1,star.png
171,80,1,star.png
172,70,1,star.png
172,71,1,star.png
172,79,1,star.png
172,80,1,star.png
172,81,1,star.png
173,68,1,star.png
173,70,1,star.png
173,71,1,star.png
173,79,1,star.png
173,80,1,star.png
173,81,1,star.png
174,68,1,star.png
174,69,1,star.png
174,70,1,star.png
174,71,1,star.png
174,78,1,star.png
174,79,1,star.png
174,80,1,star.png
175,67,1,star.png
175,68,1,star.png
175,69,1,star.png
175,70,1,star.png
175,71,1,star.png
175,74,1,star.png
175,75,1,star.png
175,78,1,star.png
175,79,1,star.png
176,67,1,star.png
176,68,1,star.png
176,73,1,star.png
176,74,1,star.png
176,75,1,star.png
176,76,1,star.png
176,77,1,star.png
176,78,1,star.png
177,67,1,star.png
177,68,1,star.png
177,72,1,star.png
177,73,1,star.png
177,74,1,star.png
177,75,1,star.png
177,76,1,star.png
177,77,1,star.png
177,78,1,star.png
178,67,1,star.png
178,68,1,star.png
178,71,1,star.png
178,72,1,star.png
178,73,1,star.png
178,76,1,star.png
178,77,1,star.png
179,67,1,star.png
179,68,1,star.png
179,71,1,star.png
179,72,1,star.png
180,67,1,star.png
180,68,1,star.png
180,69,1,star.png
180,70,1,star.png
180,71,1,star.png
181,67,1,star.png
181,68,1,star.png
181,69,1,star.png
181,70,1,star.png
181,71,1,star.png
189,101,1,star.png
